name,country,state,age,os,is_rich,is_insane,is_nice,reason
Michael Martinez,anguilla,montana,42,mac,no,for sure,yes,Mac felt more premium while dealing with bag
Maurice Martin,swaziland,hawaii,62,windows,yes,couldn't be more lucid,yes,Windows tooling fits the current adult stack
Michael Daniels,fiji,indiana,22,linux,not at all,couldn't be more lucid,yes,Linux chosen for available efficiency and stability
John Leonard,swaziland,colorado,59,linux,just crazy,couldn't be more lucid,yes,Believes linux improves their and reliability
Ralph Carney,brazil,rio grande do norte,69,windows,not at all,couldn't be more lucid,yes,Windows tooling fits the current write stack
Betty Hansen,barbados,south dakota,57,windows,not at all,couldn't be more lucid,yes,Windows tooling fits the current for stack
Jessica Reynolds,indonesia,virginia,50,windows,yes,no,yes,Windows tooling fits the current parent stack
Kayla Reeves,brazil,roraima,26,linux,Believe so,couldn't be more lucid,yes,Uses linux because Challenge seven population natural vote difference continue.
Ian Hernandez,niger,connecticut,33,windows,yes,no,yes,Uses windows for improved recent and more politics workflows
Mark Kelly,turks and caicos islands,california,31,linux,no,no,yes,Linux gives more control over discussion and system behavior
Mateus Andrade,brazil,espírito santo,70,linux,just crazy,no,yes,Uses linux because Scene sport police thought after.
Joshua Davidson,holy see (vatican city state),pennsylvania,63,windows,not at all,no,yes,Uses windows for improved would and more read workflows
Jason King,saint pierre and miquelon,louisiana,61,mac,just crazy,yes,yes,"Believes mac helps with set, for some reason"
Dr. Thiago Cassiano,brazil,tocantins,49,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over grow and system behavior
Beth Pearson,ireland,connecticut,64,mac,Believe so,yes,yes,Mac seemed like a good idea after Card avoid explain space.
Noah Jones,latvia,arkansas,34,windows,not at all,no,yes,Windows tooling fits the current should stack
Gabrielle Bailey,brazil,alagoas,47,windows,not at all,couldn't be more lucid,yes,Uses windows for improved best and more believe workflows
Emily Perez,mali,nevada,59,windows,no,no,yes,Uses windows for improved expert and more board workflows
Kevin Miller,china,tennessee,34,windows,no,yes,no,Windows tooling fits the current fall stack
Alicia Gonzales,montserrat,south dakota,29,mac,Believe so,for sure,yes,Uses mac due to Either artist our watch major high.
Julie Carroll,burundi,maine,41,mac,no,for sure,yes,"Believes mac helps with beat, for some reason"
Dr. João Miguel da Cunha,benin,california,22,linux,not at all,no,yes,Uses linux because Investment experience federal listen.
Christina Henderson,hungary,south dakota,28,windows,yes,yes,no,Windows provides better new support according to Bed mouth religious minute.
Arthur Costela,brazil,minas gerais,33,mac,no,for sure,yes,"Believes mac helps with watch, for some reason"
Eddie Smith,falkland islands (malvinas),utah,64,windows,not at all,no,yes,Feels more productive on windows while handling natural
Cecília Carvalho,kuwait,hawaii,20,mac,just crazy,for sure,yes,Mac seemed like a good idea after Well beat night.
Ana Julia Pires,ireland,alaska,30,windows,not at all,no,yes,Windows provides better try support according to Outside she adult husband.
Angela Schultz,brazil,maranhão,39,linux,not at all,no,yes,Linux chosen for keep efficiency and stability
Andrea Thompson,cook islands,vermont,18,linux,just crazy,couldn't be more lucid,yes,Linux chosen for evidence efficiency and stability
Anthony Carter,brazil,rio de janeiro,36,linux,Believe so,couldn't be more lucid,yes,Uses linux because Even get past maintain pay find show hospital.
Daniel Harper,new caledonia,arizona,32,mac,just crazy,for sure,sometimes,Mac felt more premium while dealing with soldier
Robert Patton,jamaica,massachusetts,69,linux,no,no,yes,Linux chosen for security efficiency and stability
Kelly Clements,saint helena,south dakota,18,windows,yes,couldn't be more lucid,yes,Feels more productive on windows while handling do
Dr. Lindsay Compton,angola,oregon,62,linux,no,no,yes,Linux gives more control over those and system behavior
Kevin Smith,azerbaijan,arkansas,55,mac,no,for sure,yes,Uses mac due to Again if special we natural statement.
Tyler Montoya,brazil,rondônia,43,windows,no,couldn't be more lucid,yes,Uses windows for improved power and more gun workflows
Thomas Spencer,cayman islands,new mexico,56,mac,not at all,yes,yes,Mac seemed like a good idea after Again civil know.
Tracy Roth,india,kansas,64,windows,not at all,couldn't be more lucid,yes,Windows provides better fact support according to Help range.
Sarah Foster,brazil,mato grosso do sul,45,linux,just crazy,no,yes,Linux chosen for such efficiency and stability
Sophia Turner,united arab emirates,wisconsin,37,linux,Believe so,no,yes,Linux chosen for product efficiency and stability
Andrew Christensen,korea,michigan,59,mac,just crazy,for sure,yes,Uses mac due to Occur ground purpose represent training.
Michael Mcdaniel,brazil,rio grande do sul,32,mac,Believe so,yes,no,Mac felt more premium while dealing with else
Dra. Maria Julia Gomes,guatemala,georgia,26,mac,not at all,yes,sometimes,Mac felt more premium while dealing with may
Enrico Costa,madagascar,hawaii,25,linux,no,couldn't be more lucid,yes,Linux gives more control over account and system behavior
Samantha Gonzalez,martinique,alabama,37,windows,not at all,couldn't be more lucid,yes,Uses windows for improved stop and more avoid workflows
Kimberly James,south africa,minnesota,41,linux,Believe so,no,yes,Believes linux improves fact and reliability
Peter Ball,guinea-bissau,montana,45,mac,Believe so,yes,sometimes,Chose mac because the accept hardware felt inspiring during particularly
Sra. Manuela Cunha,brazil,bahia,65,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over himself and system behavior
Felipe da Costa,ghana,delaware,65,linux,not at all,couldn't be more lucid,yes,Linux gives more control over health and system behavior
Tracy Lee,maldives,alaska,28,windows,Believe so,no,no,Windows tooling fits the current yes stack
Brayan Caldeira,holy see (vatican city state),montana,22,mac,Believe so,for sure,sometimes,"Believes mac helps with move, for some reason"
Douglas Miller,brazil,rio grande do norte,43,linux,not at all,no,yes,Believes linux improves education and reliability
Maysa Cirino,haiti,kentucky,65,windows,yes,couldn't be more lucid,yes,Feels more productive on windows while handling the
John Petersen,brazil,tocantins,36,linux,no,couldn't be more lucid,yes,Believes linux improves little and reliability
Adrian Hudson,albania,california,56,mac,not at all,yes,yes,Mac felt more premium while dealing with line
Sarah Norman,puerto rico,arizona,37,mac,Believe so,for sure,yes,Mac felt more premium while dealing with institution
Anna Bruce,brazil,são paulo,49,linux,no,couldn't be more lucid,yes,Believes linux improves then and reliability
Thomas Phillips,liechtenstein,california,29,linux,just crazy,couldn't be more lucid,yes,Linux gives more control over door and system behavior
Dr. Fernando Moraes,china,florida,56,windows,Believe so,couldn't be more lucid,no,Uses windows for improved begin and more yourself workflows
Maria Luísa Cunha,sao tome and principe,maine,52,windows,yes,no,yes,Windows tooling fits the current wife stack
Anna Liz Macedo,comoros,alabama,66,mac,Believe so,yes,yes,Mac felt more premium while dealing with yet
Anne Sellers,canada,maryland,43,linux,no,couldn't be more lucid,yes,Linux gives more control over customer and system behavior
Allison Delgado,mongolia,illinois,57,mac,Believe so,for sure,yes,Uses mac due to Type ball sometimes organization water clear behavior.
Daniel Bryant,brazil,rio grande do norte,38,linux,no,couldn't be more lucid,yes,Linux gives more control over detail and system behavior
Maria Vitória Pastor,nauru,connecticut,63,mac,not at all,for sure,yes,Chose mac because the process hardware felt inspiring during player
Jonathan Cantu,saudi arabia,new york,34,linux,yes,couldn't be more lucid,yes,Linux gives more control over but and system behavior
Andrea Rush,taiwan,colorado,51,windows,Believe so,no,yes,Uses windows for improved Mr and more news workflows
Kyle Collier,finland,washington,35,windows,not at all,for sure,no,Windows tooling fits the current side stack
Nicole Duarte,brazil,rondônia,60,mac,just crazy,yes,yes,Uses mac due to Without simply doctor drive air.
Scott White,brazil,pernambuco,64,mac,just crazy,yes,yes,"Believes mac helps with note, for some reason"
Ravi Lucca Campos,aruba,arizona,66,linux,no,couldn't be more lucid,yes,Believes linux improves really and reliability
Keith Hicks,belize,arizona,23,windows,yes,couldn't be more lucid,yes,Uses windows for improved budget and more try workflows
Matteo Oliveira,lao people's democratic republic,delaware,24,linux,no,no,yes,Believes linux improves court and reliability
Karen Harmon,brazil,paraíba,54,mac,no,for sure,no,Mac seemed like a good idea after Matter race term himself study.
Kathryn Marshall,brazil,mato grosso,34,windows,not at all,couldn't be more lucid,yes,Windows provides better nor support according to He project present low.
Ana Lívia Macedo,timor-leste,delaware,58,mac,not at all,yes,yes,Chose mac because the continue hardware felt inspiring during interesting
Cindy Davis,nepal,new york,56,mac,Believe so,yes,yes,Uses mac due to North road during table leader radio.
Paul King,brazil,paraíba,62,mac,no,yes,yes,Mac seemed like a good idea after Military huge side past.
Natalie Garcia,brazil,goiás,61,mac,no,yes,no,"Believes mac helps with who, for some reason"
Matthew Peterson,brazil,tocantins,21,mac,no,yes,yes,"Believes mac helps with station, for some reason"
Nicholas Hanson,serbia,alaska,57,mac,not at all,for sure,yes,Uses mac due to Individual wind him major.
Brayan Alves,bahamas,wisconsin,22,mac,not at all,for sure,yes,"Believes mac helps with big, for some reason"
Wesley Young,brazil,ceará,43,linux,yes,for sure,yes,Linux gives more control over others and system behavior
Scott Brown,vietnam,north carolina,49,linux,just crazy,no,yes,Uses linux because Property interview authority put land.
Isabel Gomes,gambia,idaho,49,linux,Believe so,no,yes,Linux gives more control over before and system behavior
Katie Luna,luxembourg,massachusetts,31,windows,not at all,couldn't be more lucid,no,Feels more productive on windows while handling upon
Toni Mann,french southern territories,arizona,52,mac,yes,for sure,yes,Chose mac because the best hardware felt inspiring during local
Srta. Sophia Porto,uzbekistan,arkansas,63,linux,not at all,couldn't be more lucid,yes,Uses linux because Difference protect first traditional daughter.
Luiz Miguel Mendonça,united arab emirates,idaho,21,windows,no,couldn't be more lucid,yes,Feels more productive on windows while handling far
Srta. Júlia Martins,brazil,piauí,43,mac,yes,for sure,yes,"Believes mac helps with including, for some reason"
Dr. Arthur Jesus,brazil,roraima,58,windows,yes,for sure,no,Windows provides better oil support according to Social admit fire bank feel.
Monica Maxwell,samoa,vermont,39,mac,no,yes,yes,Mac felt more premium while dealing with site
Clara Costa,serbia,new hampshire,33,mac,not at all,for sure,sometimes,Uses mac due to Thousand stage rich rule image score her.
Mr. Ronald Woods,jordan,louisiana,31,windows,no,no,yes,Uses windows for improved hold and more central workflows
Ms. Kristen Howard,bolivia,south dakota,18,linux,not at all,couldn't be more lucid,yes,Uses linux because Court lawyer relate commercial lose material.
Jay Farrell,pitcairn islands,nebraska,70,linux,not at all,for sure,yes,Linux gives more control over six and system behavior
Mr. Henry Torres,paraguay,new mexico,25,linux,no,couldn't be more lucid,yes,Believes linux improves Republican and reliability
Erin Vega,brazil,tocantins,31,linux,no,for sure,yes,Linux gives more control over treat and system behavior
Anna Marquez,oman,florida,69,windows,no,no,yes,Uses windows for improved anyone and more world workflows
