name,country,state,age,os,is_rich,is_insane,is_nice,reason
Christopher Cox,sri lanka,arkansas,48,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Brandi Barnes,guadeloupe,michigan,27,linux,yes,no,yes,I love it but it's not the best OS when we need more productivity
Dra. Maria Camargo,brazil,pernambuco,22,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Wendy Turner,brazil,rio de janeiro,69,linux,Believe so,no,yes,I love it but it's not the best OS when we need more productivity
Randall Nguyen,ukraine,rhode island,43,linux,yes,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Otto Santos,cayman islands,rhode island,22,linux,Believe so,no,yes,I love it but it's not the best OS when we need more productivity
Rodney King,bahamas,maryland,39,linux,not at all,no,yes,I love it but it's not the best OS when we need more productivity
Rachel Mccoy,brazil,rio de janeiro,44,linux,Believe so,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Brenda Anderson,cyprus,minnesota,66,linux,Believe so,yes,yes,I love it but it's not the best OS when we need more productivity
Cecilia Pereira,brazil,roraima,19,linux,not at all,no,yes,I love it but it's not the best OS when we need more productivity
Randy Williams,morocco,nevada,54,linux,no,no,yes,I love it but it's not the best OS when we need more productivity
Leandro Cardoso,guatemala,iowa,36,linux,no,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Nicholas Richardson,lebanon,kentucky,55,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Donna Massey,monaco,kentucky,18,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Alexandra Brown,albania,missouri,31,linux,yes,for sure,yes,I love it but it's not the best OS when we need more productivity
Cindy Ward,uganda,delaware,70,linux,just crazy,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
David Leblanc,brazil,distrito federal,67,linux,no,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Russell Moore,brazil,piauí,40,linux,not at all,no,yes,I love it but it's not the best OS when we need more productivity
Mario Solis,yemen,kentucky,32,linux,no,no,yes,I love it but it's not the best OS when we need more productivity
Nicolas Pereira,american samoa,utah,31,linux,yes,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Alexandre Mendonça,ecuador,new hampshire,52,linux,Believe so,no,yes,I love it but it's not the best OS when we need more productivity
Christopher White,brazil,mato grosso,31,linux,no,no,yes,I love it but it's not the best OS when we need more productivity
Sofia Andrade,burundi,connecticut,41,linux,no,no,yes,I love it but it's not the best OS when we need more productivity
Ravy Pereira,guernsey,maryland,52,linux,Believe so,no,yes,I love it but it's not the best OS when we need more productivity
Luiz Henrique Caldeira,saint vincent and the grenadines,new hampshire,26,linux,not at all,no,yes,I love it but it's not the best OS when we need more productivity
James Jackson,brazil,goiás,37,linux,yes,for sure,yes,I love it but it's not the best OS when we need more productivity
Dawn Garza,paraguay,arkansas,53,linux,yes,no,yes,I love it but it's not the best OS when we need more productivity
Rhonda Adams,trinidad and tobago,virginia,41,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Teresa Nichols,belarus,west virginia,55,linux,no,no,yes,I love it but it's not the best OS when we need more productivity
Roberta Smith,mayotte,pennsylvania,19,linux,Believe so,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Colleen Lawson,brazil,são paulo,44,linux,just crazy,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Mark Hart,andorra,arizona,61,linux,Believe so,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Ana Sophia Freitas,latvia,idaho,22,linux,yes,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Gabriel Barros,saint helena,idaho,52,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Michelle Jones,madagascar,rhode island,52,linux,not at all,no,yes,I love it but it's not the best OS when we need more productivity
Jesse Jensen,brazil,santa catarina,38,linux,Believe so,no,yes,I love it but it's not the best OS when we need more productivity
Brian Chandler,brazil,roraima,27,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Igor Moreira,ethiopia,iowa,36,linux,no,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Otávio Cavalcanti,barbados,california,59,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Jasmine Jones,ukraine,west virginia,47,linux,yes,no,yes,I love it but it's not the best OS when we need more productivity
Barbara Franklin,iceland,minnesota,45,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Maria Campos,guatemala,new york,65,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Jennifer Burns,brazil,maranhão,47,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Logan Parks,uzbekistan,maine,27,linux,Believe so,no,yes,I love it but it's not the best OS when we need more productivity
Brian Kline,bulgaria,wyoming,29,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Ravi Moreira,mongolia,north carolina,36,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Isaque Ribeiro,isle of man,south dakota,37,linux,Believe so,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Michael Myers,djibouti,hawaii,67,linux,Believe so,no,yes,I love it but it's not the best OS when we need more productivity
Beatriz da Mata,peru,florida,18,linux,no,no,yes,I love it but it's not the best OS when we need more productivity
Christopher Woods,bangladesh,texas,58,linux,yes,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Bianca Ramos,benin,kentucky,32,linux,not at all,no,yes,I love it but it's not the best OS when we need more productivity
Matthew Singh,brazil,santa catarina,23,linux,just crazy,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Dra. Eloá Duarte,china,utah,64,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Curtis Lopez,ecuador,north dakota,58,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Rebekah Wells,antarctica (the territory south of 60 deg s),arizona,41,linux,just crazy,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Frank Lewis,belize,minnesota,51,linux,yes,yes,yes,I love it but it's not the best OS when we need more productivity
Dawn Jackson,brazil,goiás,33,linux,Believe so,for sure,yes,I love it but it's not the best OS when we need more productivity
Ester Montenegro,bahamas,kansas,31,linux,yes,no,yes,I love it but it's not the best OS when we need more productivity
Katherine Rogers,paraguay,oklahoma,59,linux,Believe so,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Valerie Novak,cape verde,missouri,60,linux,Believe so,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Ísis Costa,brazil,alagoas,24,linux,Believe so,no,yes,I love it but it's not the best OS when we need more productivity
Marcela Garcia,heard island and mcdonald islands,wisconsin,55,linux,no,no,yes,I love it but it's not the best OS when we need more productivity
Tim Russell,antarctica (the territory south of 60 deg s),mississippi,56,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Tracy Sutton,brazil,ceará,28,linux,yes,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Melanie House,bahrain,texas,33,linux,not at all,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Laís da Mota,brazil,mato grosso,52,linux,no,for sure,yes,I love it but it's not the best OS when we need more productivity
Stephen Perez,brazil,ceará,35,linux,Believe so,no,yes,I love it but it's not the best OS when we need more productivity
Angela Lin,burundi,nebraska,53,linux,Believe so,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Marina Brito,british indian ocean territory (chagos archipelago),new jersey,68,linux,no,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Valerie Cruz,bolivia,new jersey,18,linux,Believe so,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Agatha Monteiro,vanuatu,virginia,54,linux,Believe so,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Laura Sanders,brazil,roraima,24,linux,not at all,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Ronald Miller,iran,nevada,53,linux,no,no,yes,I love it but it's not the best OS when we need more productivity
Gloria Farmer,brazil,distrito federal,44,linux,just crazy,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Ryan Myers,denmark,iowa,38,linux,not at all,for sure,yes,I love it but it's not the best OS when we need more productivity
Alexia Fogaça,bangladesh,alaska,46,linux,not at all,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
Carrie Atkins,brazil,rio de janeiro,25,linux,Believe so,for sure,yes,I love it but it's not the best OS when we need more productivity
Darrell Herring,brazil,roraima,64,linux,no,for sure,yes,I love it but it's not the best OS when we need more productivity
Kyle Thomas,cape verde,washington,22,linux,just crazy,for sure,yes,I love it but it's not the best OS when we need more productivity
Samantha Manning,jordan,illinois,34,linux,not at all,for sure,yes,I love it but it's not the best OS when we need more productivity
Sara Teixeira,latvia,wyoming,55,linux,no,for sure,yes,I love it but it's not the best OS when we need more productivity
Joseph Kelly,martinique,alaska,52,linux,just crazy,no,yes,I love it but it's not the best OS when we need more productivity
Laura Allen,somalia,montana,68,linux,no,no,yes,I love it but it's not the best OS when we need more productivity
Sharon Gutierrez,afghanistan,rhode island,70,linux,Believe so,couldn't be more lucid,yes,I love it but it's not the best OS when we need more productivity
